date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:23:49	6299/6299	---M--	200	added ('OK')	image/png	etag:%2264adbfe0-189b%22	https://www.hearingloss.org/wp-content/plugins/search-filter-pro/public/assets/img/ui-icons_ffffff_256x240.png	D:/Sarathi/www.hearingloss.org/wp-content/plugins/search-filter-pro/public/assets/img/ui-icons_ffffff_256x240.png	(from https://www.hearingloss.org/wp-content/plugins/search-filter-pro/public/assets/css/search-filter.min.css?ver=2.5.13)
13:23:51	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:43%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~761/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_761/index.html	(from https://www.hearingloss.org/)
13:23:52	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:43%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~505/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_505/index.html	(from https://www.hearingloss.org/)
13:23:52	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:45%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~767/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_767/index.html	(from https://www.hearingloss.org/)
13:23:53	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:45%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~768/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_768/index.html	(from https://www.hearingloss.org/)
13:23:53	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:48%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~491/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_491/index.html	(from https://www.hearingloss.org/)
13:23:53	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:48%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~766/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_766/index.html	(from https://www.hearingloss.org/)
13:23:54	69748/69748	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2007:53:48%20GMT	https://www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.eot	D:/Sarathi/www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.eot	(from https://www.hearingloss.org/wp-content/themes/hlaa/dist/styles/main.css)
13:23:58	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:49%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~764/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_764/index.html	(from https://www.hearingloss.org/)
13:23:58	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:49%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~765/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_765/index.html	(from https://www.hearingloss.org/)
13:23:58	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:50%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~514/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_514/index.html	(from https://www.hearingloss.org/)
13:23:59	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:50%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~513/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_513/index.html	(from https://www.hearingloss.org/)
13:23:59	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:54%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~500/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_500/index.html	(from https://www.hearingloss.org/)
13:23:59	69822/69822	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2007:53:54%20GMT	https://www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.eot?	D:/Sarathi/www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regulard41d.eot	(from https://www.hearingloss.org/wp-content/themes/hlaa/dist/styles/main.css)
13:24:03	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:55%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~499/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_499/index.html	(from https://www.hearingloss.org/)
13:24:04	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:55%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~497/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_497/index.html	(from https://www.hearingloss.org/)
13:24:04	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:55%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~504/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_504/index.html	(from https://www.hearingloss.org/)
13:24:04	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:55%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~503/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_503/index.html	(from https://www.hearingloss.org/)
13:24:05	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:53:59%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~496/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_496/index.html	(from https://www.hearingloss.org/)
13:24:05	69748/69748	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2007:54:00%20GMT	https://www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.woff2	D:/Sarathi/www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.woff2	(from https://www.hearingloss.org/wp-content/themes/hlaa/dist/styles/main.css)
13:24:09	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:00%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~669/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_669/index.html	(from https://www.hearingloss.org/)
13:24:09	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:00%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~743/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_743/index.html	(from https://www.hearingloss.org/)
13:24:10	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:01%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~511/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_511/index.html	(from https://www.hearingloss.org/)
13:24:10	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:01%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~512/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_512/index.html	(from https://www.hearingloss.org/)
13:24:11	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:05%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~742/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_742/index.html	(from https://www.hearingloss.org/)
13:24:11	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:05%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~520/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_520/index.html	(from https://www.hearingloss.org/)
13:24:11	69748/69748	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2007:54:06%20GMT	https://www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.woff	D:/Sarathi/www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.woff	(from https://www.hearingloss.org/wp-content/themes/hlaa/dist/styles/main.css)
13:24:15	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:06%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~508/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_508/index.html	(from https://www.hearingloss.org/)
13:24:15	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:07%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~521/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_521/index.html	(from https://www.hearingloss.org/)
13:24:16	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:07%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~507/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_507/index.html	(from https://www.hearingloss.org/)
13:24:16	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:07%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~490/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_490/index.html	(from https://www.hearingloss.org/)
13:24:16	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:11%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~489/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_489/index.html	(from https://www.hearingloss.org/)
13:24:17	69748/69748	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2007:54:12%20GMT	https://www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.ttf	D:/Sarathi/www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.ttf	(from https://www.hearingloss.org/wp-content/themes/hlaa/dist/styles/main.css)
13:24:21	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:13%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~510/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_510/index.html	(from https://www.hearingloss.org/)
13:24:22	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:13%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~571/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_571/index.html	(from https://www.hearingloss.org/)
13:24:22	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:13%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~509/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_509/index.html	(from https://www.hearingloss.org/)
13:24:23	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:14%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~577/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_577/index.html	(from https://www.hearingloss.org/)
13:24:23	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:18%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~593/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_593/index.html	(from https://www.hearingloss.org/)
13:24:23	69748/69748	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2007:54:18%20GMT	https://www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.svg	D:/Sarathi/www.hearingloss.org/wp-content/themes/hlaa/dist/fonts/bootstrap/glyphicons-halflings-regular.svg	(from https://www.hearingloss.org/wp-content/themes/hlaa/dist/styles/main.css)
13:24:28	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:19%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~770/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_770/index.html	(from https://www.hearingloss.org/)
13:24:28	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:19%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~519/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_519/index.html	(from https://www.hearingloss.org/)
13:24:28	105592/105592	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:19%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/tag_ids~769/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/tag_ids_769/index.html	(from https://www.hearingloss.org/)
13:24:29	119918/119918	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:19%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/events_limit~4/request_format~html/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/events_limit_4/request_format_html/index.html	(from https://www.hearingloss.org/)
13:24:30	122145/122145	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:25%20GMT	https://www.hearingloss.org/programs-events/calendar/action~month/events_limit~4/request_format~html/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_month/events_limit_4/request_format_html/index.html	(from https://www.hearingloss.org/)
13:24:31	121253/121253	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:25%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/page_offset~-1/events_limit~4/request_format~html/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/page_offset_-1/events_limit_4/request_format_html/index.html	(from https://www.hearingloss.org/)
13:24:31	110496/110496	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:25%20GMT	https://www.hearingloss.org/programs-events/calendar/action~agenda/page_offset~1/events_limit~4/request_format~html/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_agenda/page_offset_1/events_limit_4/request_format_html/index.html	(from https://www.hearingloss.org/)
13:24:31	122516/122516	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:25%20GMT	https://www.hearingloss.org/programs-events/calendar/action~oneday/exact_date~9-17-2024/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_oneday/exact_date_9-17-2024/index.html	(from https://www.hearingloss.org/)
13:24:32	69748/69748	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2007:54:27%20GMT	https://www.hearingloss.org/wp-content/themes/hlaa/images/dropdown-arrow@2x.png	D:/Sarathi/www.hearingloss.org/wp-content/themes/hlaa/images/dropdown-arrow@2x.png	(from https://www.hearingloss.org/wp-content/themes/hlaa/dist/styles/main.css)
13:24:35	82267/82267	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:27%20GMT	https://www.hearingloss.org/event/hlaa-veterans-across-america-virtual-chapter-meeting-27/?instance_id=1325	D:/Sarathi/www.hearingloss.org/event/hlaa-veterans-across-america-virtual-chapter-meeting-27/indexdf03.html	(from https://www.hearingloss.org/)
13:24:35	122059/122059	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:27%20GMT	https://www.hearingloss.org/programs-events/calendar/cat_ids~569/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/cat_ids_569/index.html	(from https://www.hearingloss.org/)
13:24:35	122059/122059	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:27%20GMT	https://www.hearingloss.org/programs-events/calendar/cat_ids~659/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/cat_ids_659/index.html	(from https://www.hearingloss.org/)
13:24:36	125456/125456	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:28%20GMT	https://www.hearingloss.org/programs-events/calendar/action~oneday/exact_date~10-15-2024/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_oneday/exact_date_10-15-2024/index.html	(from https://www.hearingloss.org/)
13:24:36	82265/82265	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:31%20GMT	https://www.hearingloss.org/event/hlaa-veterans-across-america-virtual-chapter-meeting-27/?instance_id=1326	D:/Sarathi/www.hearingloss.org/event/hlaa-veterans-across-america-virtual-chapter-meeting-27/index307b.html	(from https://www.hearingloss.org/)
13:24:37	69748/69748	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2007:54:31%20GMT	https://www.hearingloss.org/wp-content/themes/hlaa/images/logo-icon-black-grey.svg	D:/Sarathi/www.hearingloss.org/wp-content/themes/hlaa/images/logo-icon-black-grey.svg	(from https://www.hearingloss.org/wp-content/themes/hlaa/dist/styles/main.css)
13:24:40	82000/82000	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:32%20GMT	https://www.hearingloss.org/event/2024-san-diego-walk4hearing/?instance_id=1333	D:/Sarathi/www.hearingloss.org/event/2024-san-diego-walk4hearing/index2e6b.html	(from https://www.hearingloss.org/)
13:24:41	125456/125456	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:32%20GMT	https://www.hearingloss.org/programs-events/calendar/action~oneday/exact_date~10-26-2024/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_oneday/exact_date_10-26-2024/index.html	(from https://www.hearingloss.org/)
13:24:41	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202024%2007:54:36%20GMT	http://www.hearingloss.org/?plugin=all-in-one-event-calendar&controller=ai1ec_exporter_controller&action=export_events	D:/Sarathi/www.hearingloss.org/indexdc48.html	(from https://www.hearingloss.org/)
13:24:41	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202024%2007:54:36%20GMT	http://www.hearingloss.org/?plugin=all-in-one-event-calendar&controller=ai1ec_exporter_controller&action=export_events&no_html=true	D:/Sarathi/www.hearingloss.org/index5595.html	(from https://www.hearingloss.org/)
13:24:42	119352/119352	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:33%20GMT	https://www.hearingloss.org/programs-events/calendar/cat_ids~579/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/cat_ids_579/index.html	(from https://www.hearingloss.org/)
13:24:42	122526/122526	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:33%20GMT	https://www.hearingloss.org/programs-events/calendar/action~oneday/exact_date~11-19-2024/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/action_oneday/exact_date_11-19-2024/index.html	(from https://www.hearingloss.org/)
13:24:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202024%2007:54:36%20GMT	http://www.hearingloss.org/?plugin=all-in-one-event-calendar&controller=ai1ec_exporter_controller&action=export_events&xml=true	D:/Sarathi/www.hearingloss.org/indexaa16.html	(from https://www.hearingloss.org/)
13:24:45	82266/82266	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:37%20GMT	https://www.hearingloss.org/event/hlaa-veterans-across-america-virtual-chapter-meeting-27/?instance_id=1327	D:/Sarathi/www.hearingloss.org/event/hlaa-veterans-across-america-virtual-chapter-meeting-27/index1edf.html	(from https://www.hearingloss.org/)
13:24:48	124275/124275	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:38%20GMT	https://www.hearingloss.org/more-accessible-captions-are-on-the-way/	D:/Sarathi/www.hearingloss.org/more-accessible-captions-are-on-the-way/index.html	(from https://www.hearingloss.org/)
13:24:48	125037/125037	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:38%20GMT	https://www.hearingloss.org/flying-with-hearing-loss-could-soon-get-easier/	D:/Sarathi/www.hearingloss.org/flying-with-hearing-loss-could-soon-get-easier/index.html	(from https://www.hearingloss.org/)
13:24:48	127318/127318	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:39%20GMT	https://www.hearingloss.org/dont-let-hearing-loss-sideline-you-this-summer/	D:/Sarathi/www.hearingloss.org/dont-let-hearing-loss-sideline-you-this-summer/index.html	(from https://www.hearingloss.org/)
13:24:49	128098/128098	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:41%20GMT	https://www.hearingloss.org/walk4hearing-heroes-help-hlaa-bring-hope-courtneys-crew/	D:/Sarathi/www.hearingloss.org/walk4hearing-heroes-help-hlaa-bring-hope-courtneys-crew/index.html	(from https://www.hearingloss.org/)
13:24:49	79957/79957	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:44%20GMT	https://www.hearingloss.org/privacy-policy/	D:/Sarathi/www.hearingloss.org/privacy-policy/index.html	(from https://www.hearingloss.org/)
13:24:51	25892/25892	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jul%202023%2020:46:16%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/thank-you-page-enews-screenshot1.png	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/thank-you-page-enews-screenshot1.png	(from https://www.hearingloss.org/news-media/e-news/)
13:24:52	74533/74533	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:45%20GMT	https://www.hearingloss.org/accessibility/	D:/Sarathi/www.hearingloss.org/accessibility/index.html	(from https://www.hearingloss.org/)
13:24:52	112766/112766	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:54:45%20GMT	https://www.hearingloss.org/sitemap/	D:/Sarathi/www.hearingloss.org/sitemap/index.html	(from https://www.hearingloss.org/)
13:24:52	448087/448087	---MCZ	200	added ('OK')	text/javascript	etag:W/%22pri6872145e4bfcb3cf162c6766f1c838aa%22	https://www.hearingloss.org/?ai1ec_render_js=calendar.js&is_backend=false&is_calendar_page=true&ver=3.0.0	D:/Sarathi/www.hearingloss.org/index1447.html	(from https://www.hearingloss.org/)
13:24:53	9839/9839	---MCZ	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202024%2007:54:48%20GMT	https://www.hearingloss.org/wp-json/wp/v2/pages/3813	D:/Sarathi/www.hearingloss.org/wp-json/wp/v2/pages/3813.json	(from https://www.hearingloss.org/news-media/e-news/)
13:24:54	2810/2810	---MCZ	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202024%2007:54:49%20GMT	https://www.hearingloss.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.hearingloss.org%2Fnews-media%2Fe-news%2F	D:/Sarathi/www.hearingloss.org/wp-json/oembed/1.0/embed3be4.json	(from https://www.hearingloss.org/news-media/e-news/)
13:24:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202024%2007:54:49%20GMT	https://www.hearingloss.org/?p=3813	D:/Sarathi/www.hearingloss.org/indexbd7a.html	(from https://www.hearingloss.org/news-media/e-news/)
13:24:55	2982/2982	---MCZ	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202024%2007:54:50%20GMT	https://www.hearingloss.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.hearingloss.org%2Fnews-media%2Fe-news%2F&format=xml	D:/Sarathi/www.hearingloss.org/wp-json/oembed/1.0/embedcfd8	(from https://www.hearingloss.org/news-media/e-news/)
13:24:57	40422/40422	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jul%202023%2020:46:24%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/2022-enews-cover.jpg	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/2022-enews-cover.jpg	(from https://www.hearingloss.org/news-media/e-news/)
13:24:57	158886/158886	---M-Z	200	added ('OK')	application/javascript	etag:%220594ce6bed8da1:0%22	https://bbox.blackbaudhosting.com/webforms/bbox-2.0-min.js	D:/Sarathi/bbox.blackbaudhosting.com/webforms/bbox-2.0-min.js	(from https://www.hearingloss.org/news-media/e-news/)
13:24:57	5497/5497	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jul%202023%2020:46:27%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/getresponse-logo.png	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/getresponse-logo.png	(from https://www.hearingloss.org/news-media/e-news/)
